"","department_id","number_of_orders","number_of_first_orders","percentage"
"31535",15,17,27,1.59
"31536",15,56,15,0.27
"31537",15,15,6,0.4
"31538",15,160,10,0.06
"31539",15,14,21,1.5
"31540",15,11,20,1.82
"31541",15,87,68,0.78
"31542",15,238,37,0.16
"31543",15,62,31,0.5
"31544",15,27,20,0.74
"31545",15,304,27,0.09
"31546",15,64,98,1.53
"31547",15,27,14,0.52
"31548",15,294,5,0.02
"31549",15,526,38,0.07
"31550",15,53,13,0.25
"31551",15,1142,1267,1.11
"31552",15,14,64,4.57
"31553",15,303,16,0.05
"31554",15,5508,428,0.08
"31555",15,9,27,3
"31556",15,13,39,3
"31557",15,212,3,0.01
"31558",15,110,7,0.06
"31559",15,4047,23,0.01
"31560",15,65,222,3.42
"31561",15,9,12,1.33
"31562",15,62,84,1.35
"31563",15,79,48,0.61
"31564",15,28,25,0.89
"31565",15,11,81,7.36
"31566",15,370,15,0.04
"31567",15,159,5,0.03
"31568",15,133,4,0.03
"31569",15,290,125,0.43
"31570",15,11,22,2
"31571",15,87,126,1.45
"31572",15,233,18,0.08
"31573",15,281,52,0.19
"31574",15,16,3,0.19
"31575",15,2422,6,0
"31576",15,85,25,0.29
"31577",15,7,8,1.14
"31578",15,67,9,0.13
"31579",15,44,11,0.25
"31580",15,15,27,1.8
"31581",15,1272,130,0.1
"31582",15,11,25,2.27
"31583",15,622,95,0.15
"31584",15,13,37,2.85
"31585",15,271,7,0.03
"31586",15,7,5,0.71
"31587",15,624,11,0.02
"31588",15,6,12,2
"31589",15,423,9,0.02
"31590",15,198,15,0.08
"31591",15,1608,28,0.02
"31592",15,221,50,0.23
"31593",15,20,4,0.2
"31594",15,45,80,1.78
"31595",15,6,15,2.5
"31596",15,14,7,0.5
"31597",15,16,40,2.5
"31598",15,78,6,0.08
"31599",15,15,33,2.2
"31600",15,218,19,0.09
"31601",15,60,3,0.05
"31602",15,15,5,0.33
"31603",15,257,9,0.04
"31604",15,117,62,0.53
"31605",15,14,24,1.71
"31606",15,492,32,0.07
"31607",15,9,5,0.56
"31608",15,328,55,0.17
"31609",15,322,50,0.16
"31610",15,207,7,0.03
"31611",15,25,17,0.68
"31612",15,1483,32,0.02
"31613",15,51,29,0.57
"31614",15,404,28,0.07
"31615",15,594,12,0.02
"31616",15,483,14,0.03
"31617",15,2798,15,0.01
"31618",15,83,30,0.36
"31619",15,161,52,0.32
"31620",15,195,28,0.14
"31621",15,6475,274,0.04
"31622",15,25,7,0.28
"31623",15,31,35,1.13
"31624",15,17,25,1.47
"31625",15,2366,6,0
"31626",15,96,4,0.04
"31627",15,648,14,0.02
"31628",15,23,164,7.13
"31629",15,5,42,8.4
"31630",15,22,22,1
"31631",15,7,5,0.71
"31632",15,22,172,7.82
"31633",15,11872,119,0.01
"31634",15,62,17,0.27
"31635",15,8,4,0.5
"31636",15,133,6,0.05
"31637",15,11,13,1.18
"31638",15,14,2,0.14
"31639",15,9,6,0.67
"31640",15,151,161,1.07
"31641",15,355,7,0.02
"31642",15,230,85,0.37
"31643",15,6,151,25.17
"31644",15,172,14,0.08
"31645",15,14,3,0.21
"31646",15,6,73,12.17
"31647",15,50,25,0.5
"31648",15,39,27,0.69
"31649",15,679,80,0.12
"31650",15,72,4,0.06
"31651",15,25,8,0.32
"31652",15,33,40,1.21
"31653",15,6,6,1
"31654",15,96,25,0.26
"31655",15,138,9,0.07
"31656",15,179,46,0.26
"31657",15,224,6,0.03
"31658",15,6,5,0.83
"31659",15,101,4,0.04
"31660",15,2527,13,0.01
"31661",15,20,18,0.9
"31662",15,41,107,2.61
"31663",15,8,87,10.88
"31664",15,747,23,0.03
"31665",15,719,13,0.02
"31666",15,170,60,0.35
"31667",15,323,15,0.05
"31668",15,5,11,2.2
"31669",15,1143,95,0.08
"31670",15,410,6,0.01
"31671",15,28,13,0.46
"31672",15,62,21,0.34
"31673",15,111,3,0.03
"31674",15,134,5,0.04
"31675",15,61,8,0.13
"31676",15,5488,2,0
"31677",15,42,23,0.55
"31678",15,165,4,0.02
"31679",15,27,24,0.89
"31680",15,72,14,0.19
"31681",15,39,2,0.05
"31682",15,113,3,0.03
"31683",15,120,15,0.12
"31684",15,31,10,0.32
"31685",15,103,4,0.04
"31686",15,5,0,0
"31687",15,325,0,0
"31688",15,76,0,0
"31689",15,48,0,0
"31690",15,125,0,0
"31691",15,180,0,0
"31692",15,2660,0,0
"31693",15,37,0,0
"31694",15,175,0,0
"31695",15,539,0,0
"31696",15,138,0,0
"31697",15,236,0,0
"31698",15,6,0,0
"31699",15,152,0,0
"31700",15,490,0,0
"31701",15,684,0,0
"31702",15,10,0,0
"31703",15,21,0,0
"31704",15,104,0,0
"31705",15,957,0,0
"31706",15,11,0,0
"31707",15,18,0,0
"31708",15,30,0,0
"31709",15,70,0,0
"31710",15,31,0,0
"31711",15,22,0,0
"31712",15,80,0,0
"31713",15,1894,0,0
"31714",15,48,0,0
"31715",15,63,0,0
"31716",15,9,0,0
"31717",15,8,0,0
"31718",15,373,0,0
"31719",15,197,0,0
"31720",15,68,0,0
"31721",15,497,0,0
"31722",15,55,0,0
"31723",15,62,0,0
"31724",15,260,0,0
"31725",15,8479,0,0
"31726",15,614,0,0
"31727",15,423,0,0
"31728",15,39,0,0
"31729",15,145,0,0
"31730",15,83,0,0
"31731",15,282,0,0
"31732",15,74,0,0
"31733",15,4905,0,0
"31734",15,183,0,0
"31735",15,74,0,0
"31736",15,52,0,0
"31737",15,484,0,0
"31738",15,34,0,0
"31739",15,2052,0,0
"31740",15,53,0,0
"31741",15,254,0,0
"31742",15,31,0,0
"31743",15,37,0,0
"31744",15,42,0,0
"31745",15,153,0,0
"31746",15,56,0,0
"31747",15,266,0,0
"31748",15,4708,0,0
"31749",15,36,0,0
"31750",15,1705,0,0
"31751",15,98,0,0
"31752",15,286,0,0
"31753",15,1224,0,0
"31754",15,20,0,0
"31755",15,19,0,0
"31756",15,482,0,0
"31757",15,57,0,0
"31758",15,30,0,0
"31759",15,24,0,0
"31760",15,533,0,0
"31761",15,11,0,0
"31762",15,88,0,0
"31763",15,195,0,0
"31764",15,943,0,0
"31765",15,196,0,0
"31766",15,20,0,0
"31767",15,20,0,0
"31768",15,92,0,0
"31769",15,170,0,0
"31770",15,69,0,0
"31771",15,53,0,0
"31772",15,544,0,0
"31773",15,7,0,0
"31774",15,55,0,0
"31775",15,124,0,0
"31776",15,143,0,0
"31777",15,26,0,0
"31778",15,69,0,0
"31779",15,65,0,0
"31780",15,310,0,0
"31781",15,364,0,0
"31782",15,633,0,0
"31783",15,329,0,0
"31784",15,51,0,0
"31785",15,78,0,0
"31786",15,751,0,0
"31787",15,4,0,0
"31788",15,72,0,0
"31789",15,1053,0,0
"31790",15,119,0,0
"31791",15,726,0,0
"31792",15,173,0,0
"31793",15,1871,0,0
"31794",15,2012,0,0
"31795",15,8,0,0
"31796",15,6,0,0
"31797",15,93,0,0
"31798",15,189,0,0
"31799",15,132,0,0
"31800",15,135,0,0
"31801",15,239,0,0
"31802",15,8,0,0
"31803",15,336,0,0
"31804",15,143,0,0
"31805",15,247,0,0
"31806",15,2646,0,0
"31807",15,98,0,0
"31808",15,839,0,0
"31809",15,6,0,0
"31810",15,7,0,0
"31811",15,1135,0,0
"31812",15,210,0,0
"31813",15,229,0,0
"31814",15,4391,0,0
"31815",15,35,0,0
"31816",15,922,0,0
"31817",15,13,0,0
"31818",15,1393,0,0
"31819",15,7890,0,0
"31820",15,361,0,0
"31821",15,20,0,0
"31822",15,35,0,0
"31823",15,21,0,0
"31824",15,5,0,0
"31825",15,701,0,0
"31826",15,8,0,0
"31827",15,490,0,0
"31828",15,9,0,0
"31829",15,119,0,0
"31830",15,252,0,0
"31831",15,1632,0,0
"31832",15,9,0,0
"31833",15,19,0,0
"31834",15,10,0,0
"31835",15,234,0,0
"31836",15,82,0,0
"31837",15,13,0,0
"31838",15,148,0,0
"31839",15,1030,0,0
"31840",15,12,0,0
"31841",15,4162,0,0
"31842",15,345,0,0
"31843",15,507,0,0
"31844",15,752,0,0
"31845",15,115,0,0
"31846",15,309,0,0
"31847",15,56,0,0
"31848",15,65,0,0
"31849",15,35,0,0
"31850",15,7306,0,0
"31851",15,324,0,0
"31852",15,224,0,0
"31853",15,8,0,0
"31854",15,7,0,0
"31855",15,266,0,0
"31856",15,75,0,0
"31857",15,125,0,0
"31858",15,73,0,0
"31859",15,14,0,0
"31860",15,396,0,0
"31861",15,346,0,0
"31862",15,1523,0,0
"31863",15,162,0,0
"31864",15,219,0,0
"31865",15,649,0,0
"31866",15,426,0,0
"31867",15,151,0,0
"31868",15,30,0,0
"31869",15,136,0,0
"31870",15,276,0,0
"31871",15,27,0,0
"31872",15,9,0,0
"31873",15,443,0,0
"31874",15,18,0,0
"31875",15,421,0,0
"31876",15,94,0,0
"31877",15,496,0,0
"31878",15,35,0,0
"31879",15,20,0,0
"31880",15,3235,0,0
"31881",15,6,0,0
"31882",15,67,0,0
"31883",15,36,0,0
"31884",15,198,0,0
"31885",15,1243,0,0
"31886",15,519,0,0
"31887",15,109,0,0
"31888",15,257,0,0
"31889",15,7,0,0
"31890",15,599,0,0
"31891",15,13,0,0
"31892",15,584,0,0
"31893",15,24,0,0
"31894",15,4994,0,0
"31895",15,49,0,0
"31896",15,5,0,0
"31897",15,1402,0,0
"31898",15,52,0,0
"31899",15,42,0,0
"31900",15,19,0,0
"31901",15,31,0,0
"31902",15,711,0,0
"31903",15,8,0,0
"31904",15,200,0,0
"31905",15,37,0,0
"31906",15,939,0,0
"31907",15,33,0,0
"31908",15,12,0,0
"31909",15,1546,0,0
"31910",15,11,0,0
"31911",15,1061,0,0
"31912",15,67,0,0
"31913",15,19,0,0
"31914",15,100,0,0
"31915",15,1676,0,0
"31916",15,24,0,0
"31917",15,110,0,0
"31918",15,11,0,0
"31919",15,28,0,0
"31920",15,62,0,0
"31921",15,79,0,0
"31922",15,536,0,0
"31923",15,19,0,0
"31924",15,10375,0,0
"31925",15,68,0,0
"31926",15,19,0,0
"31927",15,24,0,0
"31928",15,69,0,0
"31929",15,364,0,0
"31930",15,2146,0,0
"31931",15,236,0,0
"31932",15,107,0,0
"31933",15,93,0,0
"31934",15,172,0,0
"31935",15,36,0,0
"31936",15,2062,0,0
"31937",15,170,0,0
"31938",15,25,0,0
"31939",15,28,0,0
"31940",15,499,0,0
"31941",15,216,0,0
"31942",15,114,0,0
"31943",15,247,0,0
"31944",15,22,0,0
"31945",15,25,0,0
"31946",15,158,0,0
"31947",15,11,0,0
"31948",15,62,0,0
"31949",15,11,0,0
"31950",15,7336,0,0
"31951",15,29,0,0
"31952",15,53,0,0
"31953",15,384,0,0
"31954",15,14,0,0
"31955",15,84,0,0
"31956",15,17,0,0
"31957",15,198,0,0
"31958",15,519,0,0
"31959",15,123,0,0
"31960",15,2081,0,0
"31961",15,329,0,0
"31962",15,42,0,0
"31963",15,391,0,0
"31964",15,3,0,0
"31965",15,25,0,0
"31966",15,15,0,0
"31967",15,11,0,0
"31968",15,117,0,0
"31969",15,22,0,0
"31970",15,140,0,0
"31971",15,9,0,0
"31972",15,14,0,0
"31973",15,5,0,0
"31974",15,110,0,0
"31975",15,12,0,0
"31976",15,151,0,0
"31977",15,1315,0,0
"31978",15,4,0,0
"31979",15,470,0,0
"31980",15,100,0,0
"31981",15,422,0,0
"31982",15,276,0,0
"31983",15,20,0,0
"31984",15,78,0,0
"31985",15,1265,0,0
"31986",15,55,0,0
"31987",15,75,0,0
"31988",15,13,0,0
"31989",15,5,0,0
"31990",15,545,0,0
"31991",15,14,0,0
"31992",15,87,0,0
"31993",15,86,0,0
"31994",15,2268,0,0
"31995",15,2257,0,0
"31996",15,528,0,0
"31997",15,41,0,0
"31998",15,133,0,0
"31999",15,25,0,0
"32000",15,99,0,0
"32001",15,18,0,0
"32002",15,230,0,0
"32003",15,37,0,0
"32004",15,16,0,0
"32005",15,161,0,0
"32006",15,148,0,0
"32007",15,3287,0,0
"32008",15,258,0,0
"32009",15,281,0,0
"32010",15,168,0,0
"32011",15,4,0,0
"32012",15,85,0,0
"32013",15,829,0,0
"32014",15,1348,0,0
"32015",15,1074,0,0
"32016",15,110,0,0
"32017",15,2410,0,0
"32018",15,69,0,0
"32019",15,5468,0,0
"32020",15,2,0,0
"32021",15,189,0,0
"32022",15,202,0,0
"32023",15,42,0,0
"32024",15,1938,0,0
"32025",15,77,0,0
"32026",15,6183,0,0
"32027",15,246,0,0
"32028",15,5,0,0
"32029",15,160,0,0
"32030",15,29,0,0
"32031",15,10,0,0
"32032",15,22,0,0
"32033",15,34,0,0
"32034",15,30,0,0
"32035",15,3,0,0
"32036",15,14,0,0
"32037",15,4,0,0
"32038",15,22,0,0
"32039",15,14,0,0
"32040",15,106,0,0
"32041",15,3821,0,0
"32042",15,16,0,0
"32043",15,214,0,0
"32044",15,480,0,0
"32045",15,5,0,0
"32046",15,133,0,0
"32047",15,13,0,0
"32048",15,299,0,0
"32049",15,122,0,0
"32050",15,110,0,0
"32051",15,459,0,0
"32052",15,170,0,0
"32053",15,2621,0,0
"32054",15,1824,0,0
"32055",15,212,0,0
"32056",15,81,0,0
"32057",15,78,0,0
"32058",15,127,0,0
"32059",15,53,0,0
"32060",15,430,0,0
"32061",15,62,0,0
"32062",15,45,0,0
"32063",15,328,0,0
"32064",15,59,0,0
"32065",15,7,0,0
"32066",15,2223,0,0
"32067",15,171,0,0
"32068",15,398,0,0
"32069",15,199,0,0
"32070",15,28,0,0
"32071",15,350,0,0
"32072",15,515,0,0
"32073",15,692,0,0
"32074",15,1278,0,0
"32075",15,10,0,0
"32076",15,14,0,0
"32077",15,7212,0,0
"32078",15,22,0,0
"32079",15,261,0,0
"32080",15,242,0,0
"32081",15,372,0,0
"32082",15,50,0,0
"32083",15,26,0,0
"32084",15,227,0,0
"32085",15,8,0,0
"32086",15,46,0,0
"32087",15,131,0,0
"32088",15,201,0,0
"32089",15,19,0,0
"32090",15,194,0,0
"32091",15,55,0,0
"32092",15,669,0,0
"32093",15,219,0,0
"32094",15,2798,0,0
"32095",15,10,0,0
"32096",15,18,0,0
"32097",15,1273,0,0
"32098",15,2437,0,0
"32099",15,17,0,0
"32100",15,426,0,0
"32101",15,9,0,0
"32102",15,63,0,0
"32103",15,641,0,0
"32104",15,18,0,0
"32105",15,29,0,0
"32106",15,1433,0,0
"32107",15,782,0,0
"32108",15,101,0,0
"32109",15,1199,0,0
"32110",15,79,0,0
"32111",15,5,0,0
"32112",15,3,0,0
"32113",15,104,0,0
"32114",15,94,0,0
"32115",15,319,0,0
"32116",15,215,0,0
"32117",15,58,0,0
"32118",15,59,0,0
"32119",15,12906,0,0
"32120",15,170,0,0
"32121",15,5,0,0
"32122",15,184,0,0
"32123",15,44,0,0
"32124",15,73,0,0
"32125",15,98,0,0
"32126",15,708,0,0
"32127",15,25,0,0
"32128",15,87,0,0
"32129",15,14,0,0
"32130",15,1417,0,0
"32131",15,427,0,0
"32132",15,159,0,0
"32133",15,226,0,0
"32134",15,10,0,0
"32135",15,798,0,0
"32136",15,80,0,0
"32137",15,488,0,0
"32138",15,40,0,0
"32139",15,27,0,0
"32140",15,1817,0,0
"32141",15,6,0,0
"32142",15,2,0,0
"32143",15,102,0,0
"32144",15,15,0,0
"32145",15,6,0,0
"32146",15,8,0,0
"32147",15,9,0,0
"32148",15,280,0,0
"32149",15,101,0,0
"32150",15,445,0,0
"32151",15,3991,0,0
"32152",15,142,0,0
"32153",15,159,0,0
"32154",15,49,0,0
"32155",15,203,0,0
"32156",15,429,0,0
"32157",15,82,0,0
"32158",15,178,0,0
"32159",15,16,0,0
"32160",15,788,0,0
"32161",15,12,0,0
"32162",15,913,0,0
"32163",15,4091,0,0
"32164",15,63,0,0
"32165",15,6,0,0
"32166",15,10,0,0
"32167",15,16,0,0
"32168",15,612,0,0
"32169",15,61,0,0
"32170",15,715,0,0
"32171",15,31,0,0
"32172",15,14,0,0
"32173",15,44,0,0
"32174",15,26,0,0
"32175",15,252,0,0
"32176",15,734,0,0
"32177",15,32,0,0
"32178",15,17,0,0
"32179",15,108,0,0
"32180",15,208,0,0
"32181",15,43,0,0
"32182",15,142,0,0
"32183",15,33,0,0
"32184",15,47,0,0
"32185",15,14,0,0
"32186",15,16,0,0
"32187",15,6,0,0
"32188",15,15,0,0
"32189",15,417,0,0
"32190",15,759,0,0
"32191",15,77,0,0
"32192",15,589,0,0
"32193",15,1478,0,0
"32194",15,38,0,0
"32195",15,291,0,0
"32196",15,323,0,0
"32197",15,25,0,0
"32198",15,27,0,0
"32199",15,6,0,0
"32200",15,13,0,0
"32201",15,30,0,0
"32202",15,5,0,0
"32203",15,748,0,0
"32204",15,116,0,0
"32205",15,46,0,0
"32206",15,5,0,0
"32207",15,15,0,0
"32208",15,973,0,0
"32209",15,13,0,0
"32210",15,59,0,0
"32211",15,39,0,0
"32212",15,48,0,0
"32213",15,260,0,0
"32214",15,24,0,0
"32215",15,28,0,0
"32216",15,196,0,0
"32217",15,9,0,0
"32218",15,4,0,0
"32219",15,244,0,0
"32220",15,18,0,0
"32221",15,288,0,0
"32222",15,158,0,0
"32223",15,131,0,0
"32224",15,89,0,0
"32225",15,1471,0,0
"32226",15,70,0,0
"32227",15,442,0,0
"32228",15,14,0,0
"32229",15,271,0,0
"32230",15,7,0,0
"32231",15,9,0,0
"32232",15,120,0,0
"32233",15,138,0,0
"32234",15,632,0,0
"32235",15,45,0,0
"32236",15,7,0,0
"32237",15,37,0,0
"32238",15,22,0,0
"32239",15,453,0,0
"32240",15,80,0,0
"32241",15,107,0,0
"32242",15,45,0,0
"32243",15,525,0,0
"32244",15,113,0,0
"32245",15,9,0,0
"32246",15,116,0,0
"32247",15,374,0,0
"32248",15,669,0,0
"32249",15,12,0,0
"32250",15,13,0,0
"32251",15,6002,0,0
"32252",15,60,0,0
"32253",15,191,0,0
"32254",15,10,0,0
"32255",15,44,0,0
"32256",15,207,0,0
"32257",15,13,0,0
"32258",15,241,0,0
"32259",15,4,0,0
"32260",15,100,0,0
"32261",15,318,0,0
"32262",15,166,0,0
"32263",15,114,0,0
"32264",15,193,0,0
"32265",15,3,0,0
"32266",15,5,0,0
"32267",15,88,0,0
"32268",15,12,0,0
"32269",15,48,0,0
"32270",15,368,0,0
"32271",15,49,0,0
"32272",15,28,0,0
"32273",15,408,0,0
"32274",15,66,0,0
"32275",15,401,0,0
"32276",15,319,0,0
"32277",15,19,0,0
"32278",15,20,0,0
"32279",15,168,0,0
"32280",15,42,0,0
"32281",15,372,0,0
"32282",15,80,0,0
"32283",15,601,0,0
"32284",15,11,0,0
"32285",15,57,0,0
"32286",15,138,0,0
"32287",15,20,0,0
"32288",15,10,0,0
"32289",15,10,0,0
"32290",15,4,0,0
"32291",15,526,0,0
"32292",15,80,0,0
"32293",15,23,0,0
"32294",15,492,0,0
"32295",15,40,0,0
"32296",15,4943,0,0
"32297",15,6,0,0
"32298",15,53,0,0
"32299",15,38,0,0
"32300",15,15,0,0
"32301",15,22,0,0
"32302",15,592,0,0
"32303",15,224,0,0
"32304",15,16129,0,0
"32305",15,58,0,0
"32306",15,23,0,0
"32307",15,5,0,0
"32308",15,17,0,0
"32309",15,45,0,0
"32310",15,1293,0,0
"32311",15,23,0,0
"32312",15,1021,0,0
"32313",15,258,0,0
"32314",15,183,0,0
"32315",15,99,0,0
"32316",15,26,0,0
"32317",15,3,0,0
"32318",15,27,0,0
"32319",15,231,0,0
"32320",15,113,0,0
"32321",15,1564,0,0
"32322",15,61,0,0
"32323",15,38001,0,0
"32324",15,38,0,0
"32325",15,54,0,0
"32326",15,145,0,0
"32327",15,21,0,0
"32328",15,21,0,0
"32329",15,32,0,0
"32330",15,5,0,0
"32331",15,748,0,0
"32332",15,20,0,0
"32333",15,14,0,0
"32334",15,19,0,0
"32335",15,68,0,0
"32336",15,8,0,0
"32337",15,12,0,0
"32338",15,21,0,0
"32339",15,52,0,0
"32340",15,32,0,0
"32341",15,2415,0,0
"32342",15,5740,0,0
"32343",15,17,0,0
"32344",15,75,0,0
"32345",15,4,0,0
"32346",15,40,0,0
"32347",15,1294,0,0
"32348",15,151,0,0
"32349",15,496,0,0
"32350",15,133,0,0
"32351",15,28,0,0
"32352",15,203,0,0
"32353",15,69,0,0
"32354",15,50,0,0
"32355",15,9,0,0
"32356",15,15,0,0
"32357",15,38,0,0
"32358",15,116,0,0
"32359",15,126,0,0
"32360",15,615,0,0
"32361",15,9,0,0
"32362",15,55,0,0
"32363",15,9,0,0
"32364",15,3,0,0
"32365",15,41,0,0
"32366",15,697,0,0
"32367",15,4,0,0
"32368",15,82,0,0
"32369",15,19,0,0
"32370",15,308,0,0
"32371",15,125,0,0
"32372",15,61,0,0
"32373",15,39,0,0
"32374",15,217,0,0
"32375",15,107,0,0
"32376",15,14,0,0
"32377",15,3,0,0
"32378",15,16,0,0
"32379",15,51,0,0
"32380",15,191,0,0
"32381",15,6,0,0
"32382",15,122,0,0
"32383",15,88,0,0
"32384",15,27924,0,0
"32385",15,10,0,0
"32386",15,105,0,0
"32387",15,40,0,0
"32388",15,104,0,0
"32389",15,201,0,0
"32390",15,10,0,0
"32391",15,1233,0,0
"32392",15,60,0,0
"32393",15,1382,0,0
"32394",15,7,0,0
"32395",15,248,0,0
"32396",15,1952,0,0
"32397",15,78,0,0
"32398",15,63,0,0
"32399",15,58,0,0
"32400",15,89,0,0
"32401",15,5,0,0
"32402",15,424,0,0
"32403",15,76,0,0
"32404",15,67,0,0
"32405",15,81,0,0
"32406",15,16,0,0
"32407",15,12,0,0
"32408",15,19,0,0
"32409",15,69,0,0
"32410",15,47,0,0
"32411",15,524,0,0
"32412",15,525,0,0
"32413",15,29,0,0
"32414",15,62,0,0
"32415",15,1093,0,0
"32416",15,23,0,0
"32417",15,67,0,0
"32418",15,470,0,0
"32419",15,34,0,0
"32420",15,121,0,0
"32421",15,766,0,0
"32422",15,52,0,0
"32423",15,302,0,0
"32424",15,918,0,0
"32425",15,8,0,0
"32426",15,4,0,0
"32427",15,4,0,0
"32428",15,18,0,0
"32429",15,69,0,0
"32430",15,125,0,0
"32431",15,7,0,0
"32432",15,14,0,0
"32433",15,36,0,0
"32434",15,1595,0,0
"32435",15,14,0,0
"32436",15,86,0,0
"32437",15,34,0,0
"32438",15,59,0,0
"32439",15,19,0,0
"32440",15,13,0,0
"32441",15,99,0,0
"32442",15,16,0,0
"32443",15,118,0,0
"32444",15,263,0,0
"32445",15,6,0,0
"32446",15,41,0,0
"32447",15,30,0,0
"32448",15,69,0,0
"32449",15,16,0,0
"32450",15,15,0,0
"32451",15,3804,0,0
"32452",15,6213,0,0
"32453",15,44,0,0
"32454",15,589,0,0
"32455",15,51,0,0
"32456",15,69,0,0
"32457",15,7,0,0
"32458",15,856,0,0
"32459",15,118,0,0
"32460",15,894,0,0
"32461",15,115,0,0
"32462",15,40,0,0
"32463",15,19,0,0
"32464",15,145,0,0
"32465",15,23,0,0
"32466",15,22,0,0
"32467",15,166,0,0
"32468",15,828,0,0
"32469",15,62,0,0
"32470",15,5,0,0
"32471",15,2326,0,0
"32472",15,433,0,0
"32473",15,172,0,0
"32474",15,285,0,0
"32475",15,140,0,0
"32476",15,428,0,0
"32477",15,130,0,0
"32478",15,16,0,0
"32479",15,6,0,0
"32480",15,11,0,0
"32481",15,2,0,0
"32482",15,43,0,0
"32483",15,1066,0,0
"32484",15,124,0,0
"32485",15,13,0,0
"32486",15,3,0,0
"32487",15,23,0,0
"32488",15,90,0,0
"32489",15,92,0,0
"32490",15,9,0,0
"32491",15,190,0,0
"32492",15,154,0,0
"32493",15,96,0,0
"32494",15,494,0,0
"32495",15,20,0,0
"32496",15,419,0,0
"32497",15,30,0,0
"32498",15,1019,0,0
"32499",15,42,0,0
"32500",15,239,0,0
"32501",15,16,0,0
"32502",15,27,0,0
"32503",15,30,0,0
"32504",15,2838,0,0
"32505",15,1345,0,0
"32506",15,102,0,0
"32507",15,692,0,0
"32508",15,13,0,0
"32509",15,1586,0,0
"32510",15,4063,0,0
"32511",15,134,0,0
"32512",15,41,0,0
"32513",15,144,0,0
"32514",15,23,0,0
"32515",15,241,0,0
"32516",15,1228,0,0
"32517",15,52,0,0
"32518",15,268,0,0
"32519",15,244,0,0
"32520",15,3,0,0
"32521",15,5,0,0
"32522",15,369,0,0
"32523",15,21,0,0
"32524",15,37,0,0
"32525",15,2000,0,0
"32526",15,76,0,0
"32527",15,486,0,0
"32528",15,41,0,0
"32529",15,16,0,0
"32530",15,18,0,0
"32531",15,15,0,0
"32532",15,204,0,0
"32533",15,378,0,0
"32534",15,26,0,0
"32535",15,17,0,0
"32536",15,74,0,0
"32537",15,29,0,0
"32538",15,1926,0,0
"32539",15,38,0,0
"32540",15,33,0,0
"32541",15,2,0,0
"32542",15,8,0,0
"32543",15,38,0,0
"32544",15,245,0,0
"32545",15,77,0,0
"32546",15,20,0,0
"32547",15,4693,0,0
"32548",15,186,0,0
"32549",15,11,0,0
"32550",15,21,0,0
"32551",15,95,0,0
"32552",15,13,0,0
"32553",15,56,0,0
"32554",15,18,0,0
"32555",15,2213,0,0
"32556",15,237,0,0
"32557",15,105,0,0
"32558",15,80,0,0
"32559",15,1,0,0
"32560",15,1441,0,0
"32561",15,6,0,0
"32562",15,103,0,0
"32563",15,2420,0,0
"32564",15,101,0,0
"32565",15,4,0,0
"32566",15,976,0,0
"32567",15,535,0,0
"32568",15,328,0,0
"32569",15,11,0,0
"32570",15,15,0,0
"32571",15,34,0,0
"32572",15,39,0,0
"32573",15,1291,0,0
"32574",15,30,0,0
"32575",15,446,0,0
"32576",15,9,0,0
"32577",15,122,0,0
"32578",15,581,0,0
"32579",15,79,0,0
"32580",15,42,0,0
"32581",15,66,0,0
"32582",15,8,0,0
"32583",15,80,0,0
"32584",15,913,0,0
"32585",15,40,0,0
"32586",15,2047,0,0
"32587",15,606,0,0
"32588",15,74,0,0
"32589",15,700,0,0
"32590",15,19,0,0
"32591",15,83,0,0
"32592",15,194,0,0
"32593",15,37,0,0
"32594",15,45,0,0
"32595",15,52,0,0
"32596",15,225,0,0
"32597",15,6,0,0
"32598",15,578,0,0
"32599",15,1324,0,0
"32600",15,2367,0,0
"32601",15,139,0,0
"32602",15,50,0,0
"32603",15,105,0,0
"32604",15,2560,0,0
"32605",15,7,0,0
"32606",15,134,0,0
"32607",15,661,0,0
"32608",15,800,0,0
"32609",15,336,0,0
"32610",15,5,0,0
"32611",15,608,0,0
"32612",15,283,0,0
"32613",15,4,0,0
"32614",15,33,0,0
"32615",15,35,0,0
"32616",15,199,0,0
"32617",15,190,0,0
"32618",15,63,0,0
"32619",15,534,0,0
"32620",15,2980,0,0
"32621",15,179,0,0
"32622",15,18,0,0
"32623",15,164,0,0
"32624",15,298,0,0
"32625",15,41,0,0
"32626",15,82,0,0
"32627",15,15,0,0
"32628",15,4,0,0
"32629",15,5,0,0
"32630",15,67,0,0
"32631",15,56,0,0
"32632",15,543,0,0
"32633",15,24,0,0
"32634",15,300,0,0
"32635",15,75,0,0
"32636",15,129,0,0
"32637",15,95,0,0
"32638",15,148,0,0
"32639",15,13525,0,0
"32640",15,558,0,0
"32641",15,221,0,0
"32642",15,58,0,0
"32643",15,130,0,0
"32644",15,607,0,0
"32645",15,301,0,0
"32646",15,1658,0,0
"32647",15,1448,0,0
"32648",15,7,0,0
"32649",15,20,0,0
"32650",15,8,0,0
"32651",15,58,0,0
"32652",15,437,0,0
"32653",15,151,0,0
"32654",15,17,0,0
"32655",15,31,0,0
"32656",15,35,0,0
"32657",15,20,0,0
"32658",15,24,0,0
"32659",15,43,0,0
"32660",15,7,0,0
"32661",15,84,0,0
"32662",15,69,0,0
"32663",15,10,0,0
"32664",15,4,0,0
